# FCI-FPGA FoM wizard dataset, derived from Zenodo record 8037239
# See data/zenodo_to_gui_csv.py for exactly how energy_long/fci/psd were derived
# (fci is 1 - Zenodo's own FCI column; psd is computed here, not published)
energy_long,fci,psd
3912,0.194277,0.578988
16594.3,0.10736,0.579696
11290.3,0.110696,0.591096
6742,0.125874,0.529071
6761,0.127667,0.572844
20551.7,0.100942,0.59734
8322.33,0.118643,0.637281
6667.33,0.13307,0.59794
26132.3,0.104242,0.588568
18242,0.0983376,0.58601
17646.7,0.106801,0.582168
7397.67,0.156775,0.610237
21090.3,0.118865,0.574702
14036.3,0.128494,0.572633
13249,0.114297,0.584874
17822.3,0.106133,0.587222
20604,0.115124,0.576199
22318.3,0.106751,0.577313
9804,0.126625,0.560792
37097.3,0.103438,0.590653
14269,0.135381,0.595276
10201.3,0.157126,0.610574
6198,0.220799,0.589868
6991,0.153908,0.658132
11250.7,0.116694,0.581062
10249.3,0.166636,0.580103
56613,0.0987407,0.584124
6548.67,0.195782,0.584139
9249.67,0.166226,0.5673
77504.3,0.0999944,0.578234
26006,0.0855666,0.579059
17538,0.124798,0.596362
19754,0.126205,0.602562
21590.3,0.108636,0.594
41033.3,0.110616,0.595118
16220.3,0.139055,0.582397
22482.7,0.124389,0.613376
4199.33,0.184488,0.54215
26604.7,0.120364,0.584722
16880.3,0.121126,0.565194
34110.7,0.115831,0.591467
25273.7,0.109731,0.557985
9957.33,0.116971,0.584661
8195.67,0.143191,0.614756
14940.7,0.123618,0.616862
8231.33,0.142326,0.592938
16091,0.115178,0.599217
8943.33,0.124061,0.594819
14541,0.126695,0.573963
11052,0.140409,0.609392
5269.33,0.181216,0.608173
19393,0.120138,0.609653
8366.67,0.13827,0.649761
13882.7,0.118543,0.590545
10860,0.138931,0.578177
7483.33,0.178273,0.596347
9890.33,0.178119,0.616932
15725.7,0.114041,0.598279
22013.3,0.110137,0.605618
6699,0.125889,0.555307
9895.33,0.171311,0.593377
9352.67,0.153355,0.570996
10857.7,0.130797,0.590857
27377.7,0.120007,0.580047
7330,0.179011,0.57708
9171.67,0.170024,0.614974
15552.3,0.128344,0.618342
9166.67,0.167357,0.609091
78932.7,0.101082,0.588189
6930.33,0.17582,0.567457
24173,0.121555,0.562197
11729.3,0.143551,0.578265
8706.33,0.172733,0.554156
9173.67,0.182363,0.640565
20129.3,0.0872331,0.594638
57626,0.102491,0.591643
18414.7,0.124297,0.562287
16709.7,0.122866,0.606675
21125,0.125806,0.588828
15853,0.159692,0.581656
42726,0.103647,0.578126
11692,0.122043,0.550633
14726.7,0.110627,0.599819
16768.3,0.110753,0.595686
70437.3,0.100172,0.582669
53789,0.0996484,0.604417
8759.67,0.185196,0.593896
12426.7,0.139003,0.577173
15889.3,0.101704,0.607242
11884,0.13624,0.578172
18860.7,0.106889,0.603655
31562,0.103118,0.583201
25619.7,0.116245,0.595649
5672.33,0.146095,0.632838
30633.3,0.104887,0.558825
11610,0.105698,0.614815
10050,0.125729,0.641393
20190.3,0.0995396,0.606809
11555.7,0.122727,0.580956
9601,0.121069,0.612853
33919.3,0.108221,0.602243
16807.7,0.109886,0.589453
13777.3,0.102065,0.563583
14718.7,0.122378,0.577385
13697,0.106013,0.601519
5835.67,0.13831,0.610613
8694.67,0.135688,0.63261
9634.33,0.109796,0.574992
19662.7,0.124422,0.604411
10376.7,0.117648,0.603501
9785,0.135624,0.610015
35737,0.109923,0.586479
13258.7,0.115346,0.582135
22743.3,0.089983,0.589829
7085,0.144147,0.602964
9414.67,0.113654,0.576795
10391,0.110084,0.57213
12988.7,0.110379,0.588385
67831,0.091654,0.596777
9137.33,0.123762,0.617868
11576.3,0.116352,0.588759
10772.7,0.116607,0.567857
15814,0.120255,0.591122
7444.33,0.159927,0.592621
7226,0.136942,0.6323
19556.7,0.106428,0.575422
43637,0.0898049,0.598208
7509,0.150463,0.609269
13662.7,0.121969,0.613814
41160.7,0.105465,0.577258
47862.7,0.0966437,0.60246
25570,0.115937,0.58158
5126.67,0.182537,0.551886
8288.67,0.126197,0.59881
24685.7,0.111137,0.60182
12028.7,0.127281,0.594192
27019.3,0.116645,0.601409
5790.33,0.14113,0.648092
8940.67,0.141959,0.591716
11153,0.12597,0.576975
5180.67,0.156958,0.537061
14408.7,0.105848,0.589182
13775.7,0.105977,0.616619
5993.67,0.149862,0.602525
51719.7,0.100508,0.579883
9996.67,0.1123,0.591931
40949.7,0.095661,0.600526
15905.7,0.0961028,0.598047
8171.67,0.146366,0.62733
21403.3,0.10413,0.586622
22062.3,0.104912,0.572273
11306,0.126377,0.572616
8121.33,0.133706,0.633229
14821.3,0.111266,0.60802
89900,0.097752,0.575617
5723,0.146953,0.617508
31474,0.111567,0.57117
15210.3,0.113174,0.587079
30426.3,0.104057,0.581623
8246.33,0.156056,0.637698
23501,0.0977998,0.593677
24583.3,0.109168,0.607675
10935.3,0.131534,0.616229
12070,0.105225,0.592046
14665.3,0.0999923,0.598259
9078,0.13106,0.583499
6241,0.168297,0.615126
78616.7,0.104931,0.570494
30396,0.1045,0.589584
7618.33,0.130606,0.589193
10839.3,0.0983776,0.585706
9916.67,0.131574,0.621412
9066,0.126232,0.575447
21417,0.109748,0.589018
9652.33,0.123759,0.607901
49359.3,0.097661,0.570118
9164,0.138149,0.616107
16852,0.114973,0.586518
6980.33,0.119718,0.588606
5593,0.161697,0.648668
8497,0.11666,0.612687
19218,0.0859795,0.591529
33999.7,0.0923913,0.577251
68531,0.0911712,0.566226
35981,0.10113,0.567772
48810,0.100318,0.586376
9768.67,0.138908,0.607896
14936.3,0.131959,0.60923
6230,0.172511,0.638844
23962.7,0.115658,0.593687
11982,0.156181,0.618928
36403.7,0.0926853,0.579154
19322.7,0.123366,0.588859
12598.7,0.143165,0.591676
74375.7,0.111066,0.587307
27035.7,0.10248,0.588864
14430.3,0.0873449,0.56767
15216.3,0.131022,0.565357
39773.7,0.109764,0.593265
9597.67,0.148329,0.612267
37047.3,0.0964117,0.601141
26128,0.111667,0.600161
8945.33,0.165447,0.578253
8416.33,0.127471,0.65464
29768,0.109846,0.580791
20882,0.101894,0.605641
50779,0.113087,0.601095
6716.33,0.136499,0.604894
6934.67,0.199984,0.605701
6902,0.219143,0.561576
27684.3,0.109755,0.591658
13384.7,0.140815,0.638517
8579.67,0.1765,0.616613
21539.3,0.107621,0.599678
14278.3,0.113389,0.603058
28407.7,0.103411,0.608545
46350,0.105037,0.585351
47806,0.0939,0.596808
47877,0.0891526,0.574827
16293,0.119891,0.618609
14201,0.140266,0.631153
8953.67,0.194105,0.587841
63963.7,0.0956861,0.586463
11286,0.107826,0.573542
11660.7,0.155424,0.607026
15114,0.149416,0.602554
23029.3,0.102793,0.592621
55193,0.0952059,0.586542
18824.3,0.132943,0.577161
81577.7,0.0916262,0.590631
5800.33,0.205391,0.616459
16727.7,0.125615,0.595979
24739.3,0.128099,0.594101
20489.3,0.0993668,0.586826
8505.33,0.184743,0.602524
8882,0.169272,0.641747
36158,0.0918062,0.601748
26506.3,0.133075,0.597052
21299.3,0.115663,0.581458
33085.7,0.100225,0.580654
20623,0.131257,0.606556
6563.33,0.2095,0.602996
10381,0.139767,0.57769
10171,0.153339,0.595615
21576.3,0.0970688,0.589937
10984.3,0.155632,0.607016
15066.3,0.112758,0.587248
25140.7,0.107696,0.596775
48849,0.0944569,0.598375
8313.67,0.177451,0.598813
13002,0.131567,0.608214
60784,0.0994006,0.594943
33396,0.0925445,0.589801
6576.33,0.19069,0.578995
12978,0.129195,0.577901
7210.67,0.126543,0.562824
11976.7,0.12692,0.576232
17957.3,0.123837,0.586371
4612.33,0.190351,0.578377
12715.3,0.154915,0.604048
19163.7,0.120528,0.615244
17984.7,0.125456,0.607147
21817,0.117876,0.588853
10548,0.120152,0.588927
22241.3,0.102729,0.574726
17325.7,0.107971,0.58447
12792.3,0.122813,0.57485
18546,0.1229,0.606492
9524.67,0.130613,0.558795
8302.67,0.145132,0.61153
13646.7,0.109949,0.591744
23522,0.0996813,0.60471
15447.3,0.129904,0.561888
55825.7,0.100226,0.575888
25878.3,0.108402,0.587544
9492,0.118268,0.567741
18519,0.097721,0.585183
20411.7,0.116788,0.592129
8894.33,0.121881,0.629352
24941.3,0.126062,0.608575
8076,0.125687,0.580733
5571,0.203356,0.649076
8310.33,0.130304,0.580322
7152.67,0.169684,0.574378
5633,0.134844,0.586011
15307,0.10302,0.601751
9941.33,0.112617,0.600389
11648,0.143795,0.59375
8470.67,0.132545,0.589367
7305.33,0.144834,0.584322
13583.7,0.105778,0.57763
45624.3,0.0936725,0.58913
18877,0.104847,0.614028
9902.33,0.111342,0.59932
12199.7,0.152732,0.567174
12182,0.147539,0.594155
47955.7,0.0973237,0.584067
6591,0.21961,0.650736
15344,0.121763,0.581661
12033,0.126371,0.610405
13304.7,0.125025,0.586736
17762.3,0.102191,0.60846
8642.33,0.143795,0.624908
10822,0.104414,0.584642
8447.33,0.135519,0.53658
7286.33,0.146064,0.57267
10392.7,0.124115,0.621336
11694.3,0.105693,0.613944
18328.7,0.121253,0.609664
9387.67,0.118447,0.584739
10043.3,0.123597,0.597179
7681.67,0.129342,0.650944
9925.67,0.137112,0.622057
33778,0.106647,0.588075
8843.33,0.131686,0.594534
23992,0.0970888,0.581569
18860,0.126294,0.557264
5355.67,0.174537,0.615485
6519.67,0.145037,0.60637
11797.7,0.117444,0.605487
8296.33,0.140119,0.602033
8890,0.135844,0.579865
15545.7,0.105196,0.626112
25604,0.113542,0.585455
9520.67,0.132787,0.585288
14000.3,0.0992256,0.598605
43309,0.0968839,0.594057
6306.33,0.125139,0.562556
75623.3,0.0867031,0.584987
10722,0.115095,0.595038
10013.7,0.14091,0.610199
22812,0.120806,0.574391
16646.7,0.120283,0.594734
9798.67,0.135183,0.616751
23846,0.115196,0.582949
5840,0.192585,0.559075
18711,0.131843,0.59302
20469.3,0.115885,0.599759
7380.67,0.164478,0.574925
16486.7,0.100917,0.591953
17612.7,0.109243,0.621901
8146.67,0.119207,0.563339
35046.3,0.104761,0.575571
55186.3,0.113927,0.564826
37838,0.0965027,0.564433
32246,0.110829,0.568877
69773.3,0.0974826,0.583657
8292,0.129136,0.613483
15240.7,0.110135,0.589432
10374.7,0.107969,0.57152
5279,0.176456,0.56488
10119.3,0.109567,0.579057
13400.3,0.102291,0.605781
9413.67,0.133223,0.630714
11572,0.158628,0.623401
23836.7,0.115009,0.558817
7890.67,0.175684,0.567675
11184.3,0.165697,0.615653
29841.3,0.116601,0.587932
10768,0.172012,0.6237
6769.33,0.207993,0.571942
43997.7,0.0917212,0.580266
12985.7,0.144037,0.583053
8260.67,0.130049,0.610282
19633.3,0.106116,0.560866
89160.3,0.102183,0.577439
23591.7,0.0986682,0.597471
5681,0.15975,0.576307
21328,0.0966703,0.603385
9382,0.124866,0.598913
12476,0.122926,0.574623
14589.7,0.102085,0.579406
11317.3,0.119074,0.601526
5642,0.164225,0.579404
7571.67,0.12678,0.603214
9362,0.106913,0.545076
20716,0.102153,0.591427
19068.3,0.120845,0.576593
47618,0.09467,0.582322
50838.7,0.0983542,0.596757
16346,0.105695,0.591827
8778,0.131132,0.587491
18911.7,0.120827,0.575747
16561,0.114863,0.625626
10025.7,0.120088,0.593311
56693.3,0.0985995,0.576623
6169.67,0.153596,0.597007
7900.33,0.119938,0.594237
7421.33,0.135589,0.605641
8750.33,0.128254,0.609882
6970,0.150031,0.604591
43809.7,0.103005,0.594739
12543.7,0.127127,0.594988
14996,0.110859,0.584356
5680,0.156541,0.569014
10073,0.10859,0.58354
56986,0.0980649,0.578142
6543.67,0.139468,0.596964
30705.3,0.109339,0.577999
16028,0.107208,0.624158
10714.7,0.131351,0.586237
5951.67,0.182096,0.626603
27784,0.11909,0.603333
11171.3,0.111098,0.618965
7000.67,0.148415,0.603704
19279,0.106492,0.569532
52965.3,0.0919401,0.573274
23920.7,0.10718,0.571361
60613.3,0.108736,0.586384
9041.67,0.108733,0.573382
6308.67,0.166759,0.615238
13389,0.0870594,0.579954
14201,0.108986,0.586085
19184,0.101583,0.578555
27676.3,0.102968,0.557107
61255.3,0.0921372,0.599142
25768,0.0836856,0.568573
14871.7,0.109409,0.606679
67987.3,0.100006,0.580177
77768.7,0.0924987,0.575455
6387,0.171689,0.603726
5551,0.141136,0.580616
7269.67,0.148342,0.599523
6434.67,0.146474,0.602569
20201.3,0.109917,0.593657
10668.3,0.104383,0.580753
28674.7,0.0866238,0.591579
10149.7,0.126552,0.614536
6078.67,0.159096,0.625027
21618,0.11648,0.583958
30533.7,0.102963,0.60567
13767.3,0.0961646,0.565082
45705,0.094453,0.560048
9271.33,0.113783,0.567951
10858.7,0.107206,0.599091
22533.7,0.11094,0.590154
6373,0.147754,0.607406
48677,0.0927331,0.579062
6641.67,0.136214,0.670213
28740.7,0.107329,0.6072
9356.33,0.121169,0.56183
9720,0.137323,0.6107
37329.3,0.0942128,0.602172
5609.33,0.175841,0.602151
11168,0.114322,0.629388
24041.3,0.111703,0.613887
39165.3,0.104525,0.604123
50497,0.0941467,0.56233
36192,0.110602,0.579493
10974,0.131054,0.608711
29886.3,0.108167,0.600932
12123.3,0.115634,0.606654
64118.3,0.0994688,0.578332
8021.67,0.128832,0.592562
16417,0.100947,0.570384
17012.7,0.0939279,0.608684
10245,0.101736,0.628502
6264.33,0.158991,0.647741
8017.33,0.120796,0.615874
6920.33,0.152776,0.617986
10126.7,0.137913,0.624325
16435.7,0.100339,0.600848
11752.3,0.129553,0.575857
6633.33,0.14182,0.60794
31420.7,0.108923,0.598757
17289.7,0.0961246,0.574582
15107.3,0.127096,0.589294
7570.67,0.130204,0.564327
8677.67,0.162804,0.640418
8547.67,0.186337,0.580431
5356.67,0.234567,0.667082
11330.7,0.134567,0.595758
22797.7,0.109616,0.5924
15836,0.129463,0.58146
8837.67,0.168222,0.586278
9327.33,0.189642,0.581374
14525,0.136241,0.590912
11877.7,0.143325,0.611091
6818.67,0.180287,0.601779
13611.3,0.0983309,0.574056
28307,0.120169,0.576253
7115.33,0.205446,0.622693
52502.7,0.0987395,0.569463
25366,0.11783,0.581408
23782,0.0996561,0.577916
30345,0.105133,0.577591
89918.7,0.104484,0.583664
46239.3,0.11142,0.579932
19089.3,0.105615,0.605032
6731.67,0.137322,0.58772
10446,0.122648,0.614206
11720.3,0.130157,0.560792
18182,0.102721,0.597404
11852,0.120656,0.590955
8175.67,0.141826,0.613079
17494,0.0985667,0.628387
13397.7,0.0992921,0.575648
7704,0.152522,0.582035
13334,0.114832,0.593295
11128.3,0.126515,0.601048
5256.67,0.181508,0.634496
18673.3,0.10358,0.603088
18615.3,0.110463,0.596318
16638,0.0958663,0.600012
7047.67,0.160936,0.603368
14428.3,0.119048,0.583274
8227,0.149738,0.620396
14283,0.100565,0.597914
54417,0.0978574,0.583274
11674,0.149161,0.650248
32831.3,0.106457,0.570603
7663.33,0.156818,0.589648
6750.33,0.12864,0.601106
9656,0.148402,0.632146
8068.33,0.171359,0.570832
9630.67,0.167994,0.594594
33507.3,0.108741,0.559838
8343.33,0.13587,0.597323
31395.7,0.0983968,0.568337
10274.3,0.131553,0.623171
65357.7,0.106507,0.567758
7160,0.158836,0.596508
13399.7,0.111962,0.570263
5770.67,0.161859,0.59427
9928.67,0.138138,0.586014
5459.67,0.154284,0.628305
5530,0.155624,0.607776
5667.33,0.183386,0.634808
8406,0.125098,0.605758
17208.7,0.112044,0.59193
17586,0.134924,0.565564
10784,0.118225,0.604228
15571.3,0.113056,0.577514
12929.7,0.109558,0.600119
9940,0.120688,0.611871
6630,0.154716,0.575113
20626,0.0962839,0.584311
37627.7,0.113928,0.574878
7305.33,0.138827,0.582406
17449,0.0957657,0.576996
14181.7,0.123178,0.588107
19635.7,0.102421,0.59083
5421.33,0.163224,0.637051
51793,0.0926121,0.592126
10921.7,0.118501,0.63345
18512.3,0.0944308,0.600014
14081,0.10584,0.605213
5827,0.154393,0.636005
8091.67,0.142361,0.570505
9709,0.113155,0.628798
13533,0.0978095,0.593512
20614.7,0.119864,0.610067
6302,0.18255,0.599175
7101,0.168437,0.620898
7587.67,0.141304,0.601019
11660.7,0.129751,0.615688
9795.67,0.102443,0.54405
10060.7,0.125954,0.597707
19420,0.125613,0.615705
8933.33,0.14396,0.561231
10753.3,0.130419,0.588252
32654.3,0.0908994,0.569501
13156,0.0951319,0.594254
8729.33,0.131192,0.586261
6780,0.141814,0.613864
13454,0.118122,0.589341
11278.3,0.103819,0.589331
58496.7,0.107911,0.599766
21481,0.118707,0.592291
5865.33,0.159737,0.57263
33052.7,0.0980903,0.574699
7379.67,0.156233,0.582321
100024,0.0959144,0.581735
8043.33,0.119549,0.608413
14687.7,0.103715,0.600527
51823.3,0.102896,0.58747
10834.3,0.113171,0.59013
8474,0.148473,0.601015
63811,0.0994945,0.588974
31688.7,0.099354,0.59221
10428.7,0.127346,0.623793
8518.33,0.133622,0.651497
9639.33,0.13217,0.629885
12486,0.0990752,0.583373
14827.3,0.117069,0.6071
118882,0.091371,0.585614
7956.33,0.143933,0.613934
11358.7,0.12699,0.607055
55444.7,0.0968182,0.586879
12914.3,0.125955,0.603025
13277.3,0.125915,0.595878
48123.3,0.105891,0.576636
31271.7,0.100241,0.59224
6318.67,0.134806,0.570585
8448.67,0.138117,0.60913
10450,0.108189,0.595789
6611,0.149595,0.5928
7738.33,0.135934,0.590394
66810.3,0.0984137,0.590098
7653,0.13074,0.586698
27155,0.110692,0.583981
21777,0.104207,0.571107
4596.33,0.187026,0.66263
34085.3,0.102446,0.582939
51786,0.0934734,0.601784
10532.3,0.163438,0.589107
5879.67,0.223021,0.650774
9174,0.135665,0.563658
14034,0.123679,0.593559
57647.3,0.0870226,0.590204
16426,0.107333,0.557957
12878.7,0.121226,0.580676
15495.7,0.138284,0.59038
29596.7,0.112614,0.556459
26355.3,0.133878,0.591329
157474,0.090664,0.578778
13763.3,0.156598,0.585953
14660.7,0.141045,0.587718
7662,0.142996,0.577525
12484.7,0.142641,0.586827
10524.7,0.17472,0.615918
10535.7,0.108553,0.605594
7820.33,0.132027,0.664379
22377,0.0952891,0.581579
29470.7,0.107484,0.60088
16345.7,0.112955,0.579195
28393,0.119942,0.57574
8942.33,0.127218,0.579454
11070.3,0.141589,0.578182
12575.7,0.13036,0.595144
6924,0.149519,0.626661
21984.7,0.106155,0.619765
9519.67,0.117115,0.571168
15086.3,0.0907741,0.58216
16000,0.103293,0.582063
5786.33,0.183895,0.606371
13911,0.104666,0.604414
5921.67,0.141674,0.58756
47417,0.105721,0.584917
14514.3,0.116097,0.586225
14844.3,0.115758,0.608762
17321.3,0.112074,0.571184
15833.3,0.110776,0.584442
6911.33,0.153455,0.629787
7920.67,0.129581,0.596457
50878,0.094115,0.566709
12306.7,0.117555,0.561999
35842,0.104343,0.59062
18882,0.122224,0.591833
5055.33,0.177401,0.57497
5711.67,0.161643,0.608812
38952.3,0.0976863,0.575772
11810,0.156578,0.620152
12001,0.106479,0.588618
7461.67,0.166453,0.639848
7325.67,0.138229,0.640397
14775.7,0.115518,0.587272
27653.7,0.0970339,0.612227
11824,0.125595,0.571549
16859.3,0.0896834,0.550002
17700.3,0.107802,0.547937
30707,0.0972528,0.588856
12243.3,0.112021,0.616798
6377.67,0.229352,0.601997
12261.3,0.111264,0.590039
10345.3,0.110229,0.539728
7820.67,0.164926,0.62467
6535,0.168196,0.557919
9350,0.117962,0.61615
27108,0.102038,0.598163
9466.67,0.138455,0.59993
18999.7,0.128839,0.60087
39900,0.0824225,0.571253
9413.33,0.195312,0.604426
11061.7,0.153411,0.596143
9332.67,0.150501,0.633831
8767,0.167369,0.636136
7692,0.205885,0.581903
9232.67,0.16595,0.624991
9197,0.152619,0.621724
25508,0.112322,0.588286
12977.3,0.129818,0.574746
39615.3,0.102218,0.584437
7481,0.124838,0.604732
47912,0.0944923,0.564744
90288.3,0.0992405,0.5781
14979.3,0.128854,0.588388
12346.7,0.136926,0.627889
35858,0.0980936,0.603743
6615.33,0.146734,0.610954
37107.3,0.090125,0.575645
13077.3,0.114124,0.547487
17330.7,0.094122,0.568087
8203.33,0.141049,0.60959
142176,0.0919833,0.580122
30741,0.103602,0.572005
11188.3,0.119227,0.59854
8016.67,0.149864,0.572349
14102,0.134552,0.613246
32502.3,0.11497,0.608992
21163.3,0.116532,0.590203
28963.3,0.0996382,0.598573
73190,0.0836374,0.587116
25933.3,0.099487,0.58892
8291.67,0.116341,0.585688
78645.3,0.108494,0.586401
7891.67,0.135837,0.618036
18113.3,0.0920668,0.606607
13666.3,0.119756,0.556233
19229,0.113415,0.630662
8411,0.168569,0.624896
64292,0.0953518,0.59558
8599.67,0.133227,0.608202
12721.7,0.139212,0.583205
17357.7,0.0972224,0.57573
5132,0.225692,0.576968
32650,0.109127,0.610689
8361.67,0.176877,0.611521
9284.67,0.164604,0.5713
12800,0.107256,0.564297
11373,0.102298,0.612415
7401.67,0.181022,0.603963
6982.67,0.204986,0.591799
8702.33,0.119611,0.628644
8777.67,0.173941,0.612957
30525.3,0.113267,0.58108
26707.7,0.104019,0.585537
9835.33,0.140832,0.606656
5307.33,0.176787,0.666374
21565,0.102427,0.567308
26539.3,0.110487,0.597365
82720,0.101054,0.584732
5280,0.183292,0.635985
20045,0.102994,0.601896
7074.67,0.113635,0.635554
7471,0.142349,0.581047
4214,0.183941,0.570479
27883,0.0969317,0.588315
9116,0.113632,0.6052
18016.3,0.118523,0.605543
33205,0.0982791,0.58949
14288.3,0.101077,0.601446
24987.3,0.120386,0.600651
38437.3,0.0924641,0.584969
10645.7,0.122895,0.611266
6752.33,0.163757,0.567754
8886.67,0.13259,0.57078
45922,0.097622,0.586299
51066.7,0.0947613,0.58624
72359,0.0925213,0.572714
5913,0.171116,0.589041
28338,0.11236,0.610876
5526.67,0.167387,0.63661
12756.3,0.124512,0.601714
8872.67,0.117712,0.621384
63013.3,0.10385,0.574937
13958.3,0.0937753,0.625767
16661,0.108144,0.569354
11218,0.0999321,0.584864
15481.7,0.124546,0.584003
17739.3,0.115277,0.579541
13359.7,0.127576,0.607375
8141,0.148614,0.604594
20719,0.106047,0.608668
7783.67,0.130018,0.602073
7743,0.139606,0.603255
9186.33,0.138045,0.617403
15004.7,0.117128,0.612298
7452.67,0.14843,0.579166
48028.3,0.0933384,0.605636
65583.3,0.0909298,0.594186
21857.3,0.107337,0.597038
13867.7,0.112835,0.60986
6105.67,0.15133,0.66239
157995,0.0957285,0.586955
10506.3,0.110032,0.623973
69838.3,0.10567,0.585419
9349,0.160261,0.589796
19564.3,0.110367,0.559777
9581.67,0.140287,0.581979
17425.3,0.126938,0.616956
38822,0.104157,0.595848
6037,0.167607,0.634587
12574.3,0.107294,0.579169
110600,0.0938867,0.579661
6884.67,0.142565,0.614748
77674,0.0925435,0.592257
37060.7,0.10887,0.578601
26265.7,0.111428,0.57921
47849.7,0.0914694,0.566009
11943.7,0.125844,0.581591
13116,0.108337,0.62702
11494,0.136397,0.614234
6621.67,0.211534,0.614246
72013.3,0.0985114,0.574611
57094.3,0.0833823,0.597216
8029,0.174408,0.592104
9485.33,0.164393,0.548918
71912.3,0.098634,0.585736
8655.33,0.182086,0.577293
10488.3,0.103467,0.596536
17296.7,0.121086,0.58123
13982.3,0.140353,0.590078
9847.67,0.150907,0.552754
10487.7,0.118854,0.578902
20146,0.130133,0.603544
25186,0.0918515,0.571429
19595,0.113271,0.606838
39248.3,0.108346,0.592068
11311.7,0.145045,0.572359
17110.7,0.11088,0.590704
9148.33,0.149203,0.569248
18579,0.124977,0.603046
9650.33,0.130814,0.582122
18189.3,0.101177,0.601488
37931,0.104704,0.591021
10625,0.155864,0.601129
10710.3,0.13918,0.63543
102084,0.0937931,0.59521
14296.3,0.107633,0.607125
11442.3,0.117275,0.609812
26834,0.100744,0.594432
10176.3,0.124402,0.593305
48817,0.106001,0.57988
28819.7,0.102286,0.596896
32842.7,0.10273,0.568021
12009,0.103797,0.610376
13832,0.106813,0.620518
52142.3,0.111588,0.598548
16242.7,0.12906,0.619131
30661.3,0.0931579,0.580818
6739.67,0.144988,0.588951
5273.67,0.174931,0.587321
20425.3,0.0966305,0.597477
9217,0.136108,0.582945
18266,0.123032,0.610916
7727.67,0.125752,0.609412
10789,0.135506,0.617481
7622,0.148607,0.599055
23795.3,0.104711,0.602877
12761.7,0.114764,0.610526
20099.3,0.115814,0.597963
19239,0.123702,0.563179
10635.3,0.106661,0.589983
9313.33,0.100265,0.620258
9462.33,0.115932,0.644203
19499,0.091283,0.597826
12036.7,0.132792,0.607006
9494.33,0.150274,0.602956
70514,0.102169,0.58604
10904,0.116242,0.598313
22641.7,0.0973049,0.580052
16931,0.139875,0.590219
25658,0.106194,0.595721
12004,0.123112,0.580307
28311.7,0.116806,0.587897
6624,0.232484,0.608545
15275.7,0.107779,0.573221
15402.7,0.09738,0.586479
7083,0.201378,0.597346
5218.67,0.239717,0.583546
15933,0.138984,0.54158
48149.7,0.103854,0.582399
39739.3,0.108621,0.584979
28565,0.122099,0.615088
13924,0.126386,0.590922
9766.33,0.119649,0.571521
13519,0.13993,0.564243
6319.33,0.183951,0.620899
14132.3,0.124676,0.573059
40417.3,0.111415,0.6006
16016.7,0.118857,0.575234
35861,0.096523,0.572879
7049.67,0.15545,0.574968
5987.67,0.175956,0.587597
13051.7,0.145635,0.599489
13300,0.117827,0.597444
51886.7,0.0956849,0.579269
10523,0.149613,0.609427
6292.67,0.161941,0.565791
10745.7,0.14521,0.59776
8702.33,0.178555,0.573141
59373.7,0.0927478,0.580078
6333.33,0.158589,0.580053
37014,0.0993773,0.58567
7415.33,0.148385,0.629327
15242.7,0.131125,0.601951
13402.7,0.116926,0.570434
15687.7,0.104084,0.599473
27931.3,0.0751915,0.572571
25166.7,0.0793046,0.562185
21548.7,0.100257,0.593556
159822,0.0956653,0.589856
37894.7,0.104007,0.587004
13243.3,0.0970286,0.598918
67260.3,0.10017,0.590551
9868.33,0.118152,0.596724
43070,0.115596,0.597423
8154,0.126211,0.598847
8363.67,0.133271,0.623092
9489,0.123121,0.589946
9839.67,0.121732,0.616112
9516.33,0.121147,0.59862
10430,0.113471,0.556759
7677.67,0.158971,0.616246
47216,0.0960042,0.577834
16347,0.117754,0.601456
8497.67,0.141044,0.59938
22438.7,0.113195,0.579283
9046.67,0.167388,0.597273
18219.7,0.0977902,0.559414
8024,0.178182,0.579511
10909.7,0.117777,0.631122
50221,0.103147,0.588121
7631.67,0.195293,0.646036
13048.7,0.137436,0.602386
14139.7,0.110868,0.561635
55593,0.0945772,0.57045
4256.33,0.251118,0.583523
32875,0.104413,0.584061
7388.33,0.196465,0.645703
6223.67,0.213378,0.584918
8965.67,0.165749,0.604119
44350.3,0.105813,0.604362
10398.3,0.134811,0.624299
18720,0.125505,0.611271
12190.3,0.147076,0.604058
7517,0.151702,0.602501
10285.3,0.164445,0.596545
24572,0.0924711,0.584608
5910,0.178003,0.594078
5770,0.147723,0.594107
72210,0.113736,0.58863
14521.7,0.11462,0.623849
46139.7,0.107074,0.583843
13120.3,0.105484,0.57717
12933.7,0.0978212,0.608206
10206.7,0.124635,0.591019
15256.3,0.112441,0.591077
6073.33,0.141555,0.661032
19460,0.105771,0.591572
19797,0.116387,0.578471
37667.3,0.100591,0.564778
9743.67,0.129793,0.554959
27088,0.125086,0.580442
8292.33,0.183548,0.569884
27406,0.0981355,0.576553
39708.3,0.100762,0.598153
10459.3,0.170023,0.580789
8545.67,0.149118,0.574599
10707.7,0.165945,0.613797
13191,0.126788,0.591161
29983,0.108399,0.609679
18093,0.11955,0.587354
11758.7,0.118339,0.562762
9414.67,0.12464,0.587735
8579,0.13438,0.594125
51305.7,0.107391,0.599667
10856.7,0.105806,0.616979
10423.3,0.134438,0.598721
17397.7,0.111925,0.602686
